best_makespan, current_makespan, current_temp, equal_count, first_op_moved, heuristic, iter_number_in_temp, iter_per_temp, last_op_moved, longer_count, max_temperature, min_temperature, move_direction, moves, num_jobs, num_machines, num_operations, operation_duration, prob_acceptance, selected_machine, shorter_count, should_accept, switch_operation_1, temp_change_ratio, times_moved, violates_constraint, worst_makespan, 
, , , , , , , 100, , , 10.0, 4.5, , , 20, 15, 15.0, , , , , , , 0.9, , , , 
3020, 3020, 10.0, 0, False, P_AND_S, 0, 100, False, 0, 10.0, 4.5, left, , 20, 15, 15.0, 30.0, , 11, 1, True, 17, 0.9, , True, 3020, 
3020, 3020, 10.0, 0, False, P_AND_S, 1, 100, False, 0, 10.0, 4.5, left, , 20, 15, 15.0, 84.0, , 14, 1, True, 17, 0.9, , True, 3020, 
3020, 3020, 10.0, 0, False, P_AND_S, 2, 100, False, 1, 10.0, 4.5, left, , 20, 15, 15.0, 50.0, , 3, 0, True, 13, 0.9, , True, 3020, 
3020, 3020, 10.0, 0, False, P_AND_S, 3, 100, False, 0, 10.0, 4.5, left, , 20, 15, 15.0, 49.0, , 14, 1, True, 7, 0.9, , False, 3020, 
2973, 2973, 10.0, 0, False, P_AND_S, 4, 100, False, 0, 10.0, 4.5, left, , 20, 15, 15.0, 67.0, , 8, 1, True, 15, 0.9, , False, 3020, 
2973, 3081, 10.0, 0, False, P_AND_S, 5, 100, False, 1, 10.0, 4.5, right, , 20, 15, 15.0, 29.0, 2.0399503411171922e-05, 14, 0, False, 16, 0.9, , False, 3081, 
2973, 2973, 10.0, 0, False, P_AND_S, 6, 100, False, 1, 10.0, 4.5, left, , 20, 15, 15.0, 8.0, , 8, 0, True, 18, 0.9, , True, 3081, 
2973, 2973, 10.0, 0, False, P_AND_S, 7, 100, False, 1, 10.0, 4.5, right, , 20, 15, 15.0, 27.0, , 1, 0, True, 14, 0.9, , False, 3081, 
2973, 3090, 10.0, 0, False, P_AND_S, 8, 100, False, 0, 10.0, 4.5, right, , 20, 15, 15.0, 35.0, 8.29381916075737e-06, 1, 1, False, 2, 0.9, , False, 3090, 
2973, 2973, 10.0, 0, False, P_AND_S, 9, 100, False, 0, 10.0, 4.5, left, , 20, 15, 15.0, 65.0, , 9, 1, True, 18, 0.9, , True, 3090, 
2973, 3276, 10.0, 0, False, P_AND_S, 10, 100, False, 1, 10.0, 4.5, right, , 20, 15, 15.0, 11.0, 6.932297597586547e-14, 4, 0, False, 9, 0.9, , False, 3276, 
2959, 2959, 10.0, 0, False, P_AND_S, 11, 100, False, 0, 10.0, 4.5, left, , 20, 15, 15.0, 92.0, , 5, 1, True, 11, 0.9, , False, 3276, 
2959, 2959, 10.0, 0, False, P_AND_S, 12, 100, False, 1, 10.0, 4.5, left, , 20, 15, 15.0, 14.0, , 10, 0, True, 8, 0.9, , True, 3276, 
2959, 2959, 10.0, 0, False, P_AND_S, 13, 100, False, 1, 10.0, 4.5, left, , 20, 15, 15.0, 35.0, , 14, 0, True, 4, 0.9, , False, 3276, 
2959, 3121, 10.0, 0, False, P_AND_S, 14, 100, False, 0, 10.0, 4.5, left, , 20, 15, 15.0, 55.0, 9.213600834566135e-08, 13, 1, False, 9, 0.9, , False, 3276, 
2959, 2959, 10.0, 0, True, P_AND_S, 15, 100, False, 0, 10.0, 4.5, right, , 20, 15, 15.0, 99.0, , 9, 1, True, 0, 0.9, , True, 3276, 
2959, 2959, 10.0, 0, False, P_AND_S, 16, 100, False, 1, 10.0, 4.5, left, , 20, 15, 15.0, 31.0, , 13, 0, True, 4, 0.9, , True, 3276, 
2959, 2959, 10.0, 0, False, P_AND_S, 17, 100, False, 1, 10.0, 4.5, left, , 20, 15, 15.0, 43.0, , 11, 0, True, 7, 0.9, , False, 3276, 
2959, 3225, 10.0, 0, False, P_AND_S, 18, 100, False, 0, 10.0, 4.5, right, , 20, 15, 15.0, 75.0, 2.8039275084414685e-12, 8, 1, False, 1, 0.9, , False, 3276, 
2959, 2998, 10.0, 0, False, P_AND_S, 19, 100, False, 1, 10.0, 4.5, right, , 20, 15, 15.0, 51.0, 0.02024191144580439, 6, 0, False, 14, 0.9, , False, 3276, 
2959, 2959, 10.0, 0, False, P_AND_S, 20, 100, False, 0, 10.0, 4.5, left, , 20, 15, 15.0, 17.0, , 12, 1, True, 11, 0.9, , False, 3276, 
2959, 3179, 10.0, 0, False, P_AND_S, 21, 100, False, 0, 10.0, 4.5, left, , 20, 15, 15.0, 89.0, 2.7894680928689246e-10, 6, 1, False, 17, 0.9, , False, 3276, 
2959, 2959, 10.0, 0, False, P_AND_S, 22, 100, False, 1, 10.0, 4.5, right, , 20, 15, 15.0, 36.0, , 9, 0, True, 16, 0.9, , True, 3276, 
2959, 2959, 10.0, 0, False, P_AND_S, 23, 100, False, 1, 10.0, 4.5, right, , 20, 15, 15.0, 53.0, , 1, 0, True, 5, 0.9, , False, 3276, 
2959, 3150, 10.0, 0, False, P_AND_S, 24, 100, False, 1, 10.0, 4.5, right, , 20, 15, 15.0, 51.0, 5.069619862322287e-09, 13, 0, False, 6, 0.9, , False, 3276, 
2959, 3240, 10.0, 0, False, P_AND_S, 25, 100, False, 0, 10.0, 4.5, right, , 20, 15, 15.0, 69.0, 6.256407940031327e-13, 11, 1, False, 13, 0.9, , False, 3276, 
2959, 2959, 10.0, 0, True, P_AND_S, 26, 100, False, 0, 10.0, 4.5, right, , 20, 15, 15.0, 99.0, , 9, 1, True, 0, 0.9, , True, 3276, 
2959, 3024, 10.0, 0, False, P_AND_S, 27, 100, False, 1, 10.0, 4.5, left, , 20, 15, 15.0, 30.0, 0.0015034391929775724, 5, 0, False, 10, 0.9, , False, 3276, 
2959, 3041, 10.0, 0, False, P_AND_S, 28, 100, False, 0, 10.0, 4.5, right, , 20, 15, 15.0, 52.0, 0.00027465356997214254, 7, 1, False, 7, 0.9, , False, 3276, 
2959, 3226, 10.0, 0, False, P_AND_S, 29, 100, False, 0, 10.0, 4.5, left, , 20, 15, 15.0, 85.0, 2.537098527098185e-12, 10, 1, False, 13, 0.9, , False, 3276, 
