best_makespan, current_makespan, current_temp, equal_count, first_op_moved, heuristic, iter_number_in_temp, iter_per_temp, last_op_moved, longer_count, max_temperature, min_temperature, move_direction, moves, num_jobs, num_machines, num_operations, operation_duration, prob_acceptance, selected_machine, shorter_count, should_accept, switch_operation_1, temp_change_ratio, times_moved, violates_constraint, worst_makespan, 
, , , , , , , 100, , , 10.0, 4.5, , , 30, 15, 15.0, , , , , , , 0.9, , , , 
4013, 4036, 10.0, 0, False, P_AND_S, 0, 100, False, 0, 10.0, 4.5, left, , 30, 15, 15.0, 42.0, 0.10025884372280375, 10, 1, False, 26, 0.9, , False, 4036, 
4013, 4013, 10.0, 0, False, P_AND_S, 1, 100, False, 1, 10.0, 4.5, left, , 30, 15, 15.0, 8.0, , 11, 0, True, 28, 0.9, , False, 4036, 
4013, 4107, 10.0, 0, False, P_AND_S, 2, 100, False, 0, 10.0, 4.5, left, , 30, 15, 15.0, 60.0, 8.272406555663223e-05, 6, 1, False, 28, 0.9, , False, 4107, 
4013, 4013, 10.0, 0, False, P_AND_S, 3, 100, False, 0, 10.0, 4.5, right, , 30, 15, 15.0, 61.0, , 1, 1, True, 5, 0.9, , False, 4107, 
4013, 4013, 10.0, 0, False, P_AND_S, 4, 100, False, 0, 10.0, 4.5, left, , 30, 15, 15.0, 78.0, , 7, 1, True, 11, 0.9, , True, 4107, 
4013, 4013, 10.0, 0, False, P_AND_S, 5, 100, False, 0, 10.0, 4.5, right, , 30, 15, 15.0, 97.0, , 12, 1, True, 1, 0.9, , True, 4107, 
4013, 4013, 10.0, 0, False, P_AND_S, 6, 100, False, 1, 10.0, 4.5, left, , 30, 15, 15.0, 57.0, , 12, 0, True, 3, 0.9, , True, 4107, 
4013, 4013, 10.0, 0, False, P_AND_S, 7, 100, False, 1, 10.0, 4.5, right, , 30, 15, 15.0, 58.0, , 7, 0, True, 24, 0.9, , False, 4107, 
4013, 4013, 10.0, 0, False, P_AND_S, 8, 100, False, 1, 10.0, 4.5, right, , 30, 15, 15.0, 43.0, , 11, 0, True, 9, 0.9, , False, 4107, 
3996, 3996, 10.0, 0, False, P_AND_S, 9, 100, False, 0, 10.0, 4.5, right, , 30, 15, 15.0, 52.0, , 11, 1, True, 10, 0.9, , False, 4107, 
3996, 3996, 10.0, 0, False, P_AND_S, 10, 100, False, 1, 10.0, 4.5, right, , 30, 15, 15.0, 48.0, , 7, 0, True, 5, 0.9, , False, 4107, 
